Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées
35013;Guillaume Tell - Parc Henri Barbusse;OUI;20;20;0;0;0;OUI;OUI;2020-12-07T13:25:53+01:00;48.8895892589,2.41988629103;Pantin;
2102;Saint-Marc - Feydeau;OUI;37;5;31;26;5;OUI;OUI;2020-12-07T13:26:31+01:00;48.8703106614,2.34197918326;Paris;
20020;Pyrénées - Charles Renouvier;OUI;29;25;4;1;3;OUI;OUI;2020-12-07T13:19:38+01:00;48.8609593323,2.40042185204;Paris;
19118;Simon Bolivar - Henri Turot;OUI;22;21;0;0;0;OUI;OUI;2020-12-07T13:22:36+01:00;48.876887,2.374454;Paris;
13036;Olympiades;OUI;36;25;10;8;2;OUI;OUI;2020-12-07T13:26:47+01:00;48.8267646652,2.36508607864;Paris;
21011;Silly - Louis Blériot;OUI;23;21;2;0;2;OUI;OUI;2020-12-07T13:23:25+01:00;48.8321904537,2.23401993513;Boulogne-Billancourt;
24005;Edith Cavell - Volta;OUI;33;24;9;3;6;OUI;OUI;2020-12-07T13:21:35+01:00;48.9016165643,2.26935435086;Courbevoie;
12016;Saint-Mande - Picpus;OUI;35;33;2;2;0;OUI;OUI;2020-12-07T13:25:32+01:00;48.8451277283,2.40156862965;Paris;
43007;Hôtel de Ville de Vincennes;OUI;27;21;6;2;4;OUI;OUI;2020-12-07T13:22:38+01:00;48.8482760971,2.43989557028;Vincennes;
44008;Youri Gagarine - Commune de Paris;OUI;33;20;11;8;3;OUI;OUI;2020-12-07T13:26:49+01:00;48.782427463,2.39397346973;Vitry-sur-Seine;
14004;Port Royal - Hôpital Cochin;OUI;23;15;8;4;4;OUI;OUI;2020-12-07T13:26:44+01:00;48.8383732338,2.34071787447;Paris;
20048;Bagnolet - Place Saint-Blaise;OUI;28;26;1;1;0;OUI;OUI;2020-12-07T13:24:26+01:00;48.85973,2.40334;Paris;
6025;Assas - Rennes;OUI;32;3;28;25;3;OUI;OUI;2020-12-07T13:26:31+01:00;48.8492084999,2.32851454623;Paris;
42022;Gare RER - Maurice Grandcoing;OUI;37;35;2;2;0;OUI;OUI;2020-12-07T13:26:07+01:00;48.813881,2.392429;Ivry-sur-Seine;
16017;Siam - La Pompe;OUI;16;12;4;2;2;OUI;OUI;2020-12-07T13:24:18+01:00;48.861720329,2.27534656856;Paris;
17020;Jouffroy d'Abbans - Malesherbes;OUI;27;24;3;2;1;OUI;OUI;2020-12-07T13:26:12+01:00;48.8850134,2.3070717;Paris;
16116;George Sand - Jean de La Fontaine;OUI;30;20;10;10;0;OUI;OUI;2020-12-07T13:21:07+01:00;48.8498691876,2.26825738753;Paris;
23703;Gare de Chaville Rive Gauche;OUI;18;15;3;2;1;OUI;OUI;2020-12-07T13:24:36+01:00;48.8051603043,2.18827720731;Chaville;
22404;Pierre Brossolette - 12 Février 1934;OUI;25;24;1;0;1;OUI;OUI;2020-12-07T13:18:14+01:00;48.8176962417,2.30761237442;Malakoff;
20142;Mûriers - Père Lachaise;OUI;20;18;1;1;0;OUI;OUI;2020-12-07T13:16:59+01:00;48.8641305097,2.39164982067;Paris;
17006;Guy Môquet - Compoint;OUI;36;30;5;3;2;OUI;OUI;2020-12-07T13:24:07+01:00;48.8921355904,2.32321947813;Paris;
19121;Belleville -  Pré Saint-Gervais;OUI;21;21;0;0;0;OUI;OUI;2020-12-07T13:22:09+01:00;48.8755659101,2.39304609597;Paris;
12022;Sahel - Général Michel Bizot;OUI;33;31;2;1;1;OUI;OUI;2020-12-07T13:25:01+01:00;48.8408729648,2.40444447845;Paris;
12123;Château de Vincennes;OUI;52;50;2;1;1;OUI;OUI;2020-12-07T13:26:08+01:00;48.8442319326,2.43920953771;Paris;
15027;Duhamel - André Gide;OUI;20;18;1;1;0;OUI;OUI;2020-12-07T13:22:31+01:00;48.8365662244,2.3127071211;Paris;
24004;Paix - Verdun;OUI;35;29;5;1;4;OUI;OUI;2020-12-07T13:23:22+01:00;48.900504,2.261173;Courbevoie;
21021;Enfants du Paradis - Peupliers;OUI;40;18;22;15;7;OUI;OUI;2020-12-07T13:26:46+01:00;48.8331226865,2.25714594126;Boulogne-Billancourt;
21002;Place Denfert-Rochereau;OUI;20;5;15;11;4;OUI;OUI;2020-12-07T13:26:41+01:00;48.8432525363,2.24598795176;Boulogne-Billancourt;
17117;Pereire - Saussure;OUI;32;26;6;4;2;OUI;OUI;2020-12-07T13:26:34+01:00;48.8882290755,2.31012962759;Paris;
13024;Bobillot - Tolbiac;OUI;33;28;5;3;2;OUI;OUI;2020-12-07T13:26:07+01:00;48.8255961335,2.3502041772;Paris;
42205;Place Aristide Briand;OUI;35;24;11;7;4;OUI;OUI;2020-12-07T13:21:16+01:00;48.8218923658,2.41300374269;Charenton-le-Pont;
44010;8 Mai 1945 - 10 Juillet 1940;NON;30;30;0;0;0;NON;NON;2019-05-17T12:08:17+02:00;48.7845670297,2.39790357649;Vitry-sur-Seine;
8007;Rome - Provence;OUI;30;0;30;27;3;OUI;OUI;2020-12-07T13:24:36+01:00;48.8742300556,2.32557011172;Paris;
11022;Roquette - Auguste Laurent;OUI;16;12;4;2;2;OUI;OUI;2020-12-07T13:25:21+01:00;48.858001906,2.38179770265;Paris;
31701;Mairie de Bagnolet;OUI;28;27;1;1;0;OUI;OUI;2020-12-07T13:26:47+01:00;48.8684213186,2.41795878857;Bagnolet;
19006;Mathis - Flandre;OUI;55;51;4;2;2;OUI;OUI;2020-12-07T10:33:14+01:00;48.8906429899,2.37625546753;Paris;
15114;Pasteur - Cotentin;OUI;33;32;1;0;1;OUI;OUI;2020-12-07T13:21:59+01:00;48.8389284,2.316356;Paris;
13116;Place du Docteur Yersin;OUI;50;47;3;2;1;OUI;OUI;2020-12-07T13:23:57+01:00;48.8201049499,2.37255837768;Paris;
12122;Bois de Vincennes - Polygone;OUI;51;50;1;1;0;OUI;OUI;2020-12-07T13:23:43+01:00;48.8354449162,2.43142108144;Paris;
15069;Félix Faure - Convention;OUI;44;30;14;13;1;OUI;OUI;2020-12-07T13:25:04+01:00;48.841249336,2.28838660085;Paris;
21205;Arthur Auger - Jean Jaurès;OUI;26;26;0;0;0;OUI;OUI;2020-12-07T13:26:10+01:00;48.8137364456,2.30692774057;Montrouge;
11111;Léon Frot - Charonne;OUI;19;15;4;4;0;OUI;OUI;2020-12-07T13:26:36+01:00;48.8549638003,2.38721708537;Paris;
21207;Verdier - République;OUI;29;26;3;1;2;OUI;OUI;2020-12-07T13:19:57+01:00;48.8154037663,2.31739372015;Montrouge;
13006;Duméril - Jeanne d'Arc;OUI;41;18;23;9;14;OUI;OUI;2020-12-07T13:25:23+01:00;48.8381516081,2.35710844956;Paris;
24007;Jean-Baptiste Charcot - Sainte-Geneviève;OUI;21;16;5;2;3;OUI;OUI;2020-12-07T13:17:09+01:00;48.9031088372,2.27889295667;Courbevoie;
15041;Franquet - Labrouste;OUI;37;34;3;1;2;OUI;OUI;2020-12-07T13:22:57+01:00;48.8328770501,2.30676278472;Paris;
6028;Quatre Vents - Carrefour de l'Odéon;OUI;37;2;34;34;0;OUI;OUI;2020-12-07T13:24:53+01:00;48.8517513745,2.33816169513;Paris;
48006;Maxime Gorki - Paul Vaillant-Couturier;OUI;20;19;0;0;0;OUI;OUI;2020-12-07T13:26:28+01:00;48.796735088,2.36833423376;Villejuif;
8003;Galilée - Vernet;OUI;17;0;17;7;10;OUI;OUI;2020-12-07T13:26:23+01:00;48.8717158787,2.2985444963;Paris;
18010;Riquet - Marx Dormoy;OUI;29;27;2;0;2;OUI;OUI;2020-12-07T13:24:21+01:00;48.890210037,2.36017562449;Paris;
16023;Passy - Place du Costa Rica;OUI;33;23;10;2;8;OUI;OUI;2020-12-07T13:20:57+01:00;48.8584893,2.2839655;Paris;
10003;Hauteville - Bonne Nouvelle;OUI;17;6;11;7;4;OUI;OUI;2020-12-07T13:21:48+01:00;48.8707743602,2.34964963683;Paris;
10031;Louis Blanc - Aqueduc;OUI;37;34;3;0;3;OUI;OUI;2020-12-07T13:26:11+01:00;48.8820301826,2.36356157809;Paris;
8052;Balzac - Champs Elysées;OUI;30;0;30;8;22;OUI;OUI;2020-12-07T13:24:51+01:00;48.8726996396,2.30019539595;Paris;
15044;Dantzig - Lefebvre;OUI;33;32;1;0;1;OUI;OUI;2020-12-07T13:21:43+01:00;48.8301392159,2.29593403637;Paris;
15024;Suffren - La Motte-Piquet;OUI;23;10;13;8;5;OUI;OUI;2020-12-07T13:26:23+01:00;48.8508812309,2.30121999979;Paris;
20033;Etienne Dolet - Place Maurice Chevalier;OUI;33;30;2;1;1;OUI;OUI;2020-12-07T13:26:42+01:00;48.8679830336,2.38514053111;Paris;
8040;Pierre Charron - Champs-Elysées;OUI;32;1;28;18;10;OUI;OUI;2020-12-07T13:23:40+01:00;48.8701033599,2.30435013771;Paris;
16022;Jean Bologne - Passy;OUI;19;16;3;1;2;OUI;OUI;2020-12-07T13:23:26+01:00;48.8575668898,2.28002739531;Paris;
41602;Place Charles Digeon;OUI;32;29;3;1;2;OUI;OUI;2020-12-07T13:26:52+01:00;48.8435420313,2.41842716932;Saint-Mandé;
11018;Saint-Maur - République;OUI;38;38;0;0;0;OUI;OUI;2020-12-07T13:24:57+01:00;48.8641858615,2.37831741571;Paris;
42303;Place Eustache Deschamps;OUI;20;15;5;4;1;OUI;OUI;2020-12-07T13:26:03+01:00;48.793855,2.336637;Cachan;
13008;Place d'Italie - Soeur Rosalie;OUI;52;51;1;1;0;OUI;OUI;2020-12-07T13:24:09+01:00;48.8319085204,2.35469434481;Paris;
48002;LCL Campus - Place Oscar Niemeyer;OUI;37;35;2;0;2;OUI;OUI;2020-12-07T13:21:36+01:00;48.8053424806,2.36398369074;Villejuif;
13023;Bobillot - Moulin des Prés;OUI;28;23;5;1;4;OUI;OUI;2020-12-07T13:26:08+01:00;48.8286573462,2.35302064632;Paris;
12102;Bercy - Traversiére;OUI;30;2;26;20;6;OUI;OUI;2020-12-07T13:26:31+01:00;48.8461926426,2.37038008869;Paris;
21007;Rond-Point Rhin et Danube;OUI;53;22;31;27;4;OUI;OUI;2020-12-07T13:24:54+01:00;48.840452821,2.22802251577;Boulogne-Billancourt;
18047;St-Ouen - Lamarck;OUI;45;37;8;6;2;OUI;OUI;2020-12-07T13:25:26+01:00;48.8910830403,2.32673569484;Paris;
19007;Flandre - Ourcq;OUI;30;30;0;0;0;OUI;OUI;2020-12-07T13:17:10+01:00;48.8926015919,2.37909156829;Paris;
13120;Pierre Joseph Desault;OUI;19;3;16;15;1;OUI;OUI;2020-12-07T13:24:33+01:00;48.821102308,2.3787754029;Paris;
19001;Crimée - Ourcq;OUI;56;51;5;3;2;OUI;OUI;2020-12-07T13:25:32+01:00;48.8941041403,2.37294608847;Paris;
11014;Place de la Nation - Taillebourg;OUI;47;44;2;2;0;OUI;OUI;2020-12-07T13:26:44+01:00;48.8488408,2.3973043;Paris;
19123;Metz - Marne;OUI;33;30;3;2;1;OUI;OUI;2020-12-07T13:26:10+01:00;48.891163,2.3865705;Paris;
20032;Square des Amandiers;OUI;12;8;3;2;1;OUI;OUI;2020-12-07T13:22:52+01:00;48.8661563067,2.38913241774;Paris;
22007;Commandant Charcot - Bretteville;OUI;36;12;24;17;7;OUI;OUI;2020-12-07T13:25:12+01:00;48.8753057077,2.25584607571;Neuilly-sur-Seine;
14035;Maine - Jean Zay;OUI;50;44;6;2;4;OUI;OUI;2020-12-07T13:25:28+01:00;48.8379252639,2.32254289091;Paris;
15050;Dominique Pado - Croix Nivert;OUI;22;11;11;8;3;OUI;OUI;2020-12-07T13:25:51+01:00;48.8364879816,2.28972505778;Paris;
16025;Jean de la Fontaine - Boulainvilliers;OUI;68;28;40;31;9;OUI;OUI;2020-12-07T13:26:43+01:00;48.8526479146,2.27586641908;Paris;
14009;Tombe Issoire - René Coty;OUI;36;30;6;1;5;OUI;OUI;2020-12-07T13:25:36+01:00;48.8305128767,2.33436137438;Paris;
18021;Marcadet - Ramey;OUI;21;17;4;3;1;OUI;OUI;2020-12-07T13:25:27+01:00;48.890875,2.3449019;Paris;
20013;Alexandre Dumas - Place de la Réunion;OUI;45;41;4;0;4;OUI;OUI;2020-12-07T13:26:48+01:00;48.8553371074,2.39977036876;Paris;
15045;Porte de la Plaine;OUI;35;33;2;0;2;OUI;OUI;2020-12-07T13:11:21+01:00;48.8280516961,2.29242771864;Paris;
25004;Marcel Pourtout - Édouard Manet;OUI;24;17;7;1;6;OUI;OUI;2020-12-07T13:26:39+01:00;48.8755562076,2.16559678316;Rueil-Malmaison;
21023;Ancienne Mairie - André Morizet;OUI;25;3;22;16;6;OUI;OUI;2020-12-07T13:26:47+01:00;48.838311,2.234077;Boulogne-Billancourt;
31105;Lavoisier - Missak Manouchian;OUI;18;16;2;0;2;OUI;OUI;2020-12-07T13:19:39+01:00;48.862864689,2.49567646533;Rosny-sous-Bois;
5033;Saint-Séverin - Saint-Michel;OUI;30;3;26;24;2;OUI;OUI;2020-12-07T13:26:45+01:00;48.8527313055,2.34409276396;Paris;
20014;Charonne - Alexandre Dumas;OUI;35;31;4;3;1;OUI;OUI;2020-12-07T13:26:40+01:00;48.8560774151,2.39486932755;Paris;
43004;Montreuil - République;OUI;25;22;3;3;0;OUI;OUI;2020-12-07T13:25:22+01:00;48.8502634946,2.43452042341;Vincennes;
7010;Constantine - Université;OUI;65;1;64;61;3;OUI;OUI;2020-12-07T13:26:36+01:00;48.8606804737,2.31484819558;Paris;
14005;René Coty - Place Denfert-Rochereau;OUI;36;35;1;0;1;OUI;OUI;2020-12-07T13:17:36+01:00;48.8330564773,2.3329411447;Paris;
17110;Legendre - Nollet;OUI;30;29;1;0;1;OUI;OUI;2020-12-07T13:25:48+01:00;48.8877421868,2.32029307988;Paris;
7023;Bourdonnais - Tour Eiffel;OUI;60;3;57;50;7;OUI;OUI;2020-12-07T13:26:52+01:00;48.8608977979,2.29559959845;Paris;
8046;Marceau - Président Wilson;OUI;32;0;32;27;5;OUI;OUI;2020-12-07T13:26:01+01:00;48.8652359,2.3002513;Paris;
19102;Rampal - Belleville;OUI;17;15;2;0;2;OUI;OUI;2020-12-07T13:24:11+01:00;48.8730216016,2.37991098315;Paris;
11029;Ménilmontant - Oberkampf;OUI;40;34;4;2;2;OUI;OUI;2020-12-07T13:24:00+01:00;48.8666176587,2.38301344042;Paris;
20106;Mairie du 20ème;OUI;27;27;0;0;0;NON;NON;2020-12-07T13:25:30+01:00;48.8653023243,2.39906698465;Paris;
20005;Reynaldo Hahn - Lagny;OUI;19;10;7;7;0;OUI;OUI;2020-12-07T13:26:04+01:00;48.8492660436,2.41233032884;Paris;
13055;M.- A. Lagroua Weill-Hallé -  F. Dolto;OUI;60;4;56;42;14;OUI;OUI;2020-12-07T13:25:09+01:00;48.8285952839,2.38022060627;Paris;
15120;Colonel Pierre Avia;OUI;29;6;22;20;2;OUI;OUI;2020-12-07T13:26:05+01:00;48.8296843301,2.27534258685;Paris;
18101;Championnet;OUI;22;21;0;0;0;OUI;OUI;2020-12-07T13:18:19+01:00;48.8953643,2.3498166;Paris;
16033;Marché d'Auteuil;OUI;32;17;14;10;4;OUI;OUI;2020-12-07T13:26:46+01:00;48.8484276137,2.26525382116;Paris;
11028;Guillaume Bertrand - République;OUI;38;36;2;0;2;OUI;OUI;2020-12-07T13:21:31+01:00;48.8638251743,2.38090637715;Paris;
19014;Lorraine - Jean Jaurès;OUI;19;15;4;2;2;OUI;OUI;2020-12-07T13:25:51+01:00;48.8863865,2.3825772;Paris;
15014;Volontaires - Vaugirard;OUI;34;32;2;2;0;OUI;OUI;2020-12-07T13:24:10+01:00;48.8413205018,2.30808901725;Paris;
22014;Victor Hugo - Bineau;OUI;25;5;19;13;6;OUI;OUI;2020-12-07T13:25:37+01:00;48.8875822589,2.27838903666;Neuilly-sur-Seine;
6004;Regard - Rennes;OUI;46;8;38;33;5;OUI;OUI;2020-12-07T13:25:45+01:00;48.847385405,2.32685554773;Paris;
11016;Philippe-Auguste;OUI;48;42;6;2;4;OUI;OUI;2020-12-07T13:24:34+01:00;48.8518534883,2.39329453558;Paris;
21027;Fief - République;OUI;25;19;6;4;2;OUI;OUI;2020-12-07T13:26:46+01:00;48.8317088817,2.25577197969;Boulogne-Billancourt;
12040;Porte de Charenton;OUI;67;63;4;2;2;OUI;OUI;2020-12-07T13:26:18+01:00;48.8312401059,2.39891074598;Paris;
25002;Hôtel de Ville de Rueil-Malmaison;OUI;20;19;0;0;0;OUI;OUI;2020-12-07T13:24:22+01:00;48.878194,2.181724;Rueil-Malmaison;
15113;Arsonval - Falguière;OUI;25;25;0;0;0;OUI;OUI;2020-12-07T13:25:00+01:00;48.8404004037,2.3131178673;Paris;
18018;Carpeaux - Place Jacques Froment;OUI;19;16;3;3;0;OUI;OUI;2020-12-07T13:25:48+01:00;48.8906542,2.3309428;Paris;
6020;Place Saint-André des Arts;OUI;37;15;18;14;4;OUI;OUI;2020-12-07T13:26:41+01:00;48.8528861739,2.34265442938;Paris;
6005;Montparnasse -  Square Ozanam;OUI;49;18;29;23;6;OUI;OUI;2020-12-07T13:25:36+01:00;48.8433105678,2.32652429491;Paris;
14025;Jacquier - Didot;OUI;30;30;0;0;0;OUI;OUI;2020-12-07T13:19:37+01:00;48.8295333629,2.31817927212;Paris;
20011;Pyrénées - Dagorno;OUI;20;15;5;1;4;OUI;OUI;2020-12-07T13:21:44+01:00;48.8554257707,2.4051643163;Paris;
8039;Colisée - Champs-Elysées;OUI;24;0;11;7;4;OUI;OUI;2020-12-07T13:22:27+01:00;48.8704753994,2.30761907995;Paris;
21016;Point du Jour - Jean Jaurès;OUI;26;23;3;2;1;OUI;OUI;2020-12-07T13:24:57+01:00;48.8287531414,2.24591146701;Boulogne-Billancourt;
5105;Geoffroy-Saint-Hilaire - Saint-Marcel;OUI;17;4;13;11;2;OUI;OUI;2020-12-07T13:24:09+01:00;48.8390782642,2.35687734067;Paris;
21107;Bertrand Sincholle - Henri Barbusse;OUI;24;18;6;1;5;OUI;OUI;2020-12-07T13:17:18+01:00;48.8992598239,2.3042294383;Clichy;
16104;Paul Valery - Victor Hugo;OUI;35;29;6;1;5;OUI;OUI;2020-12-07T13:26:49+01:00;48.8713740608,2.28871285915;Paris;
5031;Lacépède - Linné;OUI;54;35;19;12;7;OUI;OUI;2020-12-07T13:26:51+01:00;48.8437035477,2.35465127975;Paris;
12039;Général Michel Bizot - Claude Decaen;OUI;38;37;1;0;1;OUI;OUI;2020-12-07T13:26:12+01:00;48.8348126298,2.40092778813;Paris;
13037;Ivry - Baudricourt;OUI;20;18;2;2;0;OUI;OUI;2020-12-07T13:26:40+01:00;48.8246959954,2.36310607358;Paris;
12017;Saint-Mandé - Docteur Arnold Netter;OUI;39;35;4;2;2;OUI;OUI;2020-12-07T13:26:37+01:00;48.8446258577,2.40494638681;Paris;
13013;Saint-Marcel - Hôpital;OUI;21;13;8;5;3;OUI;OUI;2020-12-07T13:26:37+01:00;48.8395044246,2.36098941702;Paris;
6009;Guynemer - Jardin du Luxembourg;OUI;36;4;32;29;3;OUI;OUI;2020-12-07T13:26:11+01:00;48.8466127,2.3325478;Paris;
